state,year,population,firearm_homicide_rate,firearm_suicide_rate,permit_rate,background_check_total,civ_non_institution_pop_rate,labor_force_population_percentage,police_rate,state_imprisonment_rate,alc_per_capita,poverty_rate,cocaine_death_rate,gender_ratio,ages_5_9_pop_percent,ages_10_14_pop_percent,ages_15_19_pop_percent,ages_20_24_pop_percent,ages_25_29_pop_percent,ages_30_34_pop_percent,ages_35_45_pop_percent,ages_45_54_pop_percent,ages_55_59_pop_percent,ages_60_64_pop_percent,ages_65_74_pop_percent,ages_75_84_pop_percent,ages_85_plus_pop_percent,white_nonhispanic_pop_percent,black_nonhispanic_pop_percent,indigenious_nonhispanic_pop_percent,asian_pacific_nonhispanic_pop_perent,white_hispanic_pop_percent,black_hispanic_pop_percent,indigenious_hispanic_pop_percent,asian_pacific_hispanic_pop_percent,black_urban_youth_pop_percent,hispanic_urban_youth_pop_percent,military_veteran_pop_percent,foreign_born_pop_percent,urban_household_pop_percent,single_parent_pop_percent,biracial_nonhispanic_pop_percent,biracial_hispanic_pop_percent,bachelor_degree_pop_percent,high_school_degree_pop_percent,no_highschool_degree_pop_percent,some_college_pop_percent,cpi,income,income_2000,poc_type,denied_adjudicated_mh,denied_alien,denied_crime,denied_dishonorable_discharge,denied_dv_misdemeanor,denied_dv_restraining,denied_fed_denied_person_file,denied_fugitive,denied_renounced_citizen,denied_state_prohibitor,denied_substance_use,denied_under_indictment,reported_adjudicated_mh,denied_total
Virginia,2008,7833496,7.89,10.1,0,35.61296259,7.565890121,0.697,2.442076948,1.75,2.12,10.3,1.238272158,96.37827486,0.063242006,0.064975842,0.07066283,0.071973739,0.069553875,0.064637296,0.145307663,0.151401877,0.062758569,0.051712926,0.06565753,0.038582773,0.014528379,0.659087207,0.192005204,0.002617988,5.301234596,0.061815184,0.005641798,0.00219021,0.001184656,0.067501277,0.024519975,0.089155619,0.126886539,0.830340764,0.177286966,0.019789121,0.002656285,0.306515786,0.286789217,0.167779406,0.238915591,2.15303,45618.03598,36391.83941,POC,15,13,313,0,0,19,2,68,0,1551,1,0,105782,1982
Washington,2008,6562231,3.74,10.11,12.5041316,48.24411088,7.755219223,0.684,1.63145735,2.3,2.37,10.4,1.843885106,99.26839311,0.06375469,0.066048726,0.07095788,0.069555918,0.071790676,0.065208616,0.140255197,0.150166003,0.065806126,0.052628443,0.063465916,0.038239891,0.016774173,0.73924234,0.034034919,0.013520097,7.446446186,0.090595714,0.002894595,0.004454125,0.002253807,0.013543103,0.038522902,0.09671585,0.121891866,0.914371359,0.169892205,0.033533565,0.005006377,0.263527767,0.264147813,0.140761284,0.331563136,2.15303,44460.13293,35631.22669,Partial-Purchase,54,10,1528,3,147,211,9,142,0,445,199,28,38428,2776
West Virginia,2008,1840310,4.59,16.55,0,80.25224011,7.871923752,0.561,1.695909928,1.72,1.79,14.5,3.205981601,96.84333589,0.057287631,0.059254691,0.065995946,0.062754101,0.060666409,0.059167206,0.13190006,0.151523928,0.074686873,0.061103836,0.085894768,0.054075672,0.018651749,0.934674049,0.033081383,0.001929566,0.67227804,0.009822258,0.000748787,0.000261369,0.000139107,0.005353953,0.001444164,0.087346448,0.013032806,0.571574226,0.202243547,0.012064272,0.000556428,0.135300356,0.4352944,0.214849379,0.214555865,2.15303,31397.14728,25056.23052,Non-POC,14,2,621,2,128,29,2,136,0,204,136,17,0,1291
Wisconsin,2008,5640996,1.99,8.47,0,33.11808766,7.780521383,0.704,2.33682137,1.35,3.01,9.8,1.560008197,98.46812475,0.064640712,0.06710588,0.072697623,0.069153391,0.064434366,0.059957142,0.134903482,0.154439571,0.065039224,0.050184223,0.067506873,0.046302993,0.020184556,0.840750463,0.061013162,0.008497436,2.208936152,0.04870647,0.002347103,0.001737282,0.000511612,0.026548152,0.027452473,0.066844339,0.055919879,0.777509446,0.175892648,0.012532361,0.00181475,0.244721975,0.311158524,0.155024576,0.289094925,2.15303,38979.94919,31123.5366,Partial-Purchase,4,9,369,0,303,41,6,66,0,576,77,21,7,1472
Wyoming,2008,546043,17.17,3.53,7.750305379,90.20351877,7.524315851,0.714,2.617010016,1.49,2.87,10.1,NA,103.7610735,0.064778781,0.064482101,0.071128098,0.074887875,0.070941299,0.059890888,0.122316374,0.155626938,0.070172129,0.053748514,0.067697965,0.039485901,0.014927396,0.865223069,0.007785101,0.021219941,0.79352725,0.074970286,0.00121419,0.0043568,0.000778327,0.004654983,0.013348763,0.085046965,0.027919279,0.31443821,0.160965256,0.013687567,0.002829447,0.181284031,0.316369183,0.155797444,0.346549342,2.15303,48933.82814,38572.10257,Non-POC,4,3,288,0,83,18,5,67,0,22,70,11,4,571
Alabama,2009,4757938,14.62,0.51,0.550448535,66.80793234,7.611301366,0.597,2.421637272,2.86,1.98,16.6,0.693577764,94.34758935,0.064705341,0.067060983,0.072848995,0.069802717,0.06561645,0.06165528,0.131706004,0.145595424,0.064527323,0.055879249,0.076662411,0.04412878,0.015621053,0.673688056,0.260620462,0.005373967,1.137005148,0.03108027,0.002583262,0.001314855,0.000934228,0.072284875,0.008689934,0.072866648,0.042055957,0.717467205,0.222548969,0.011847779,0.001187069,0.195337904,0.319161196,0.226474475,0.259026425,2.14537,33026.93708,26191.55763,Non-POC,29,12,1338,3,173,81,1,486,0,695,279,170,182,3267
Alaska,2009,698895,5.75,2.06,0,86.96585324,7.324447878,0.703,1.865802445,3.95,3.02,11.7,3.57707524,107.3860096,0.071641663,0.072753418,0.07629043,0.074749426,0.075397592,0.065307378,0.132616487,0.160707975,0.069834524,0.049031686,0.048303393,0.020907289,0.006450182,0.644819322,0.031081922,0.146299516,6.20851487,0.03821461,0.003227953,0.005037953,0.002183447,0.01619711,0.018076775,0.09009245,0.081216949,0.663246051,0.175361208,0.061010595,0.006039534,0.223959297,0.318271718,0.145847032,0.311921952,2.14537,46192.03214,37610.98365,Non-POC,10,10,359,0,55,35,0,102,0,40,48,8,0,667
Arizona,2009,6343154,8.71,17.17,6.486205443,33.95455951,7.805952685,0.632,2.063957457,2.31,2.38,21.2,1.481912626,98.85068786,0.070468729,0.070306822,0.072756392,0.069192235,0.070485755,0.064982184,0.130185709,0.131798314,0.058239797,0.052876534,0.076173777,0.043734237,0.015741538,0.582873126,0.037292804,0.040607559,2.828514017,0.267166775,0.005997017,0.011532276,0.003156947,0.016092028,0.124000337,0.071912955,0.147408841,0.880820505,0.215214417,0.016636676,0.00645168,0.23734425,0.256442817,0.215280478,0.290932455,2.14537,34063.12198,26750.20812,Non-POC,52,39,1468,8,354,108,6,524,0,157,291,85,2559,3092
Arkansas,2009,2896843,12.77,17.93,15.04568939,72.43816803,7.606784351,0.617,2.155104712,2.59,1.78,18.9,NA,96.39440466,0.067349525,0.067640877,0.070237842,0.068121745,0.067145855,0.062006122,0.127431828,0.139976174,0.062677888,0.055950909,0.079677773,0.045960723,0.017476957,0.749180401,0.15348778,0.006932029,1.382366942,0.055585339,0.002072256,0.001755359,0.000811573,0.040009581,0.020292538,0.089370498,0.048465029,0.628454086,0.223499327,0.014771253,0.001580341,0.184791631,0.391902,0.19488169,0.228424678,2.14537,31629.04301,25004.42534,Non-POC,24,19,1152,1,285,107,0,578,0,83,210,116,1168,2575
California,2009,36961229,9.59,5.98,7.876226194,21.32407448,7.561093545,0.652,2.242944898,3.51,2.28,15.3,0.75484503,98.89727077,0.06670414,0.070523385,0.07668146,0.073747169,0.074263304,0.068577157,0.141075883,0.141241056,0.058334803,0.047331327,0.059960912,0.036887843,0.015823175,0.408357579,0.059116568,0.004477016,13.18552746,0.336452124,0.007698499,0.011660678,0.006910593,0.024445375,0.171720173,0.051518522,0.273440094,0.979334424,0.159573767,0.023915168,0.0095565,0.271752963,0.219054297,0.230366157,0.278826584,2.14537,41588.16428,33751.80039,POC,29,5,428,0,940,6,1,1,0,1393,0,1,243012,2804
Colorado,2009,4972195,4.98,16.06,0.000201118,63.07898222,7.719600699,0.709,2.541734586,2.23,2.7,12.3,1.729618408,100.4343515,0.068948623,0.066174396,0.068626432,0.069529252,0.073887689,0.069961657,0.140862134,0.149317153,0.06469879,0.051390181,0.060123346,0.033685123,0.013665192,0.705124799,0.037685569,0.006349912,2.796792966,0.182201623,0.004678618,0.008641857,0.002020436,0.014816505,0.06946665,0.083929726,0.097731018,0.883872235,0.147672743,0.018637845,0.006691411,0.3511658,0.235185527,0.140669193,0.27297948,2.14537,41507.99163,31986.7538,POC,68,11,585,2,3,65,0,60,0,2843,0,0,19768,3637
Connecticut,2009,3561807,5.06,4.62,32.03710925,56.84024991,7.71190859,0.688,2.428261835,1.84,2.31,8.4,1.796840761,94.76421153,0.062580595,0.067850111,0.071224522,0.063036543,0.059068332,0.057533999,0.139401433,0.160800403,0.065804801,0.055140551,0.069966452,0.047156682,0.023385602,0.720327631,0.094672732,0.002039414,3.779907221,0.108147915,0.013935904,0.002477956,0.001564655,0.039911838,0.047510672,0.073623349,0.145668339,0.951610104,0.186894127,0.014472991,0.004561729,0.32687168,0.276665467,0.157922762,0.238540091,2.14537,55505.11101,48154.70898,POC,0,0,19,0,0,2,0,1,0,0,0,0,6590,22
Delaware,2009,891730,9.78,6.12,0,23.02266381,7.693976876,0.638,3.256591121,1.78,3.31,12.3,NA,93.94077796,0.062781335,0.063776031,0.072998553,0.069186861,0.064672042,0.059458581,0.132267615,0.148791675,0.063404842,0.057320041,0.079351373,0.045749274,0.017039911,0.658738632,0.207955323,0.003141085,3.1950254,0.063178316,0.009262893,0.003198278,0.001081045,0.076158883,0.024569704,0.076203202,0.090146349,0.764899245,0.234793504,0.018801655,0.002692519,0.262339793,0.330228776,0.166594026,0.240837405,2.14537,41632.91181,32665.8031,Non-POC,3,3,218,1,37,7,1,19,0,36,5,0,0,330
Florida,2009,18652644,10.41,13.03,0,29.83705688,7.821648234,0.623,2.477986499,2.05,2.58,14.6,1.651240435,95.63749326,0.057306943,0.060481667,0.066358206,0.065119347,0.063194258,0.058435951,0.131891061,0.145566119,0.063212486,0.058732639,0.09058705,0.058647986,0.022628803,0.585734923,0.152483798,0.00256977,2.450489057,0.203461129,0.010686313,0.002124578,0.001333537,0.065947392,0.067161017,0.094114615,0.196014632,0.946409268,0.217053206,0.013595499,0.003505562,0.262632766,0.302490406,0.166379264,0.268497565,2.14537,37478.8498,29361.25703,POC,107,179,2052,1,20,662,5,490,1,3935,58,17,27141,7527
Georgia,2009,9620846,11.14,12.65,13.3290773,38.79461328,7.588302526,0.656,4.047876871,1.79,2.01,18.4,1.455173485,95.634879,0.071554726,0.071077117,0.074031223,0.070290284,0.071014649,0.068076965,0.14675144,0.142832242,0.058460867,0.049272278,0.061128304,0.031925467,0.011579127,0.563978677,0.300736235,0.002237433,3.255212691,0.073029544,0.007169952,0.002586675,0.001160293,0.101761466,0.038481087,0.074700619,0.10619094,0.853428297,0.228968502,0.014182433,0.002366632,0.263484198,0.293031345,0.186080738,0.257403719,2.14537,34395.9317,27312.87191,Non-POC,32,50,2762,4,318,110,6,1005,0,215,459,704,3918,5665
Hawaii,2009,1346717,0.12,4.7,7.804906302,7.804906302,7.289512199,0.643,2.532826125,1.34,2.49,12.5,NA,100.0842402,0.060311112,0.060706147,0.064408484,0.069907041,0.072390116,0.063673363,0.131321577,0.143630028,0.068707828,0.058326285,0.072076019,0.048119984,0.021169258,0.229223363,0.015199927,0.002220214,47.55498,0.028526409,0.00187493,0.00159499,0.018540644,0.008184353,0.021866162,0.075524438,0.200845711,0.715316504,0.219583823,0.189365695,0.037904029,0.253587,0.314094354,0.140559001,0.291759646,2.14537,41093.14477,33384.98534,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Idaho,2009,1554439,0.07,2.08,13.07159689,63.84489838,7.397993746,0.658,1.931243362,2.5,2.67,13.7,NA,100.4698232,0.076931935,0.074266021,0.074602477,0.069754426,0.068898168,0.064735252,0.123481848,0.134388033,0.061148749,0.051365798,0.068277366,0.037968039,0.015806989,0.843528115,0.005912101,0.01130054,1.3245293,0.099069182,0.001231312,0.004844191,0.001143178,0.005459601,0.027298277,0.074719786,0.056968814,0.629978377,0.143064758,0.016123502,0.003602586,0.210270822,0.302007301,0.157073579,0.330648298,2.14537,31391.7879,24996.39876,Non-POC,12,12,473,1,196,35,5,123,0,49,127,17,0,1050
Illinois,2009,12796778,11.55,5.26,41.29070614,58.77034047,7.71837958,0.67,2.874786138,2.93,2.36,13.2,2.625660928,96.24783939,0.066998115,0.069074262,0.072533961,0.068583514,0.071478696,0.066874021,0.136501235,0.146220244,0.061921368,0.049744787,0.065297765,0.041072448,0.018036571,0.640784969,0.143800103,0.001496158,4.552989823,0.14235474,0.004773623,0.003999132,0.001438487,0.056152764,0.063084818,0.058243762,0.131864225,0.870857448,0.191130297,0.012837606,0.002985283,0.275370886,0.280446804,0.16400381,0.2801785,2.14537,41528.96703,32965.99747,POC,1,2,0,0,0,0,0,0,0,1,0,1,12,5
Indiana,2009,6459325,9.14,11.07,4.893080933,42.38879449,7.597374339,0.651,1.872796306,3.08,2.05,16.1,0.65022274,96.84200133,0.068861375,0.069806056,0.074142577,0.069539929,0.065404512,0.062345524,0.131805258,0.146516857,0.063560202,0.052102967,0.068659496,0.042440348,0.017512356,0.819454974,0.089746994,0.002229335,1.580660518,0.051974161,0.002742082,0.001442875,0.000605791,0.040211527,0.018891106,0.07673417,0.042530455,0.721589924,0.241206051,0.014264184,0.001732998,0.194380017,0.366406042,0.17247282,0.26674112,2.14537,33588.14563,27302.43734,Non-POC,7,21,1229,5,104,238,0,228,0,177,197,110,2,2316
Iowa,2009,3032870,0.05,6.99,25.26979396,39.64330815,7.694381889,0.723,1.7686218,1.46,2.31,10.7,NA,97.87256669,0.065713334,0.066134058,0.07229423,0.070354812,0.064776598,0.059541622,0.121424262,0.14581469,0.066064487,0.053103826,0.073263279,0.050906237,0.024246341,0.890643516,0.028205297,0.00290451,1.741650648,0.043439053,0.001230518,0.00147616,0.000511727,0.01027341,0.016979912,0.074529321,0.054608819,0.562911043,0.179179019,0.012677431,0.001495283,0.223652362,0.321487487,0.152761545,0.302098607,2.14537,38123.02773,29860.51077,Partial-Permit,3,4,182,0,30,25,1,44,0,62,50,16,90,417
Kansas,2009,2832704,7.96,11.02,0,50.47615282,7.5145903,0.713,2.690715302,1.71,1.99,13.7,NA,98.34932034,0.070831262,0.06976126,0.072454446,0.072185798,0.06855358,0.062401155,0.123330923,0.144274517,0.062993521,0.050273167,0.065972301,0.04467004,0.020717308,0.787017987,0.057195528,0.008219002,2.400709711,0.091510444,0.003258371,0.003188826,0.000912556,0.023550036,0.040369085,0.069783814,0.063392073,0.610927897,0.1836939,0.021342505,0.003347685,0.275954838,0.273467053,0.139459644,0.311118466,2.14537,38888.86299,31305.29652,Non-POC,29,16,370,0,104,53,0,192,0,32,83,40,2657,919
Kentucky,2009,4317074,7.53,16.52,450.0749813,507.1902868,7.711185863,0.619,2.264033463,3.27,1.85,17,0.857061982,96.84479212,0.06515362,0.065700055,0.068922608,0.066803812,0.066859405,0.063852044,0.13513829,0.148646282,0.065554123,0.055913102,0.074058031,0.042359478,0.015740986,0.866583014,0.076710985,0.00202313,1.154439326,0.025290278,0.001799135,0.000683796,0.000501034,0.026004219,0.010456992,0.073124208,0.038507409,0.508174476,0.223979208,0.013784336,0.001079898,0.183871224,0.344690521,0.227177644,0.244260612,2.14537,32250.84717,25813.50536,Non-POC,34,7,943,2,261,269,0,665,0,51,498,91,2,2821
Louisiana,2009,4491648,17.16,11.47,0,55.00965347,7.545012432,0.609,3.847362928,3.47,2.63,14.3,1.179967798,95.69754082,0.067562507,0.067851933,0.073440528,0.07483712,0.073553181,0.063035216,0.126489431,0.145631626,0.063671953,0.051946413,0.068029374,0.039922986,0.014306108,0.60728668,0.3187919,0.006208857,1.549921098,0.034334391,0.003519198,0.000951321,0.000565271,0.117732439,0.011875267,0.076701372,0.042648722,0.856734298,0.274568796,0.011369546,0.001473624,0.199986571,0.358699724,0.213418378,0.227895327,2.14537,36348.04253,29196.71199,Non-POC,20,21,1338,3,323,152,1,1064,0,83,375,304,1,3684
Maine,2009,1329590,1,13.22,0,45.84495972,8.009476606,0.654,1.737377688,0.68,2.55,11.4,NA,95.90419246,0.055975902,0.060127558,0.068057822,0.060147113,0.054477696,0.053963252,0.132647658,0.16499372,0.076113689,0.064513873,0.082754082,0.052065674,0.02137125,0.9459307,0.01147647,0.006171827,1.023699035,0.010765725,0.000670131,0.000421182,0.000200062,0.002853293,0.005564869,0.106390271,0.044838257,0.506832027,0.220364457,0.013310118,0.000816793,0.238967429,0.33633519,0.15377988,0.2709175,2.14537,36586.22988,29631.75303,Non-POC,1,2,116,0,51,18,1,109,0,5,31,3,24,337
Maryland,2009,5730388,12.94,6.24,0.000174508,16.61161513,7.673811965,0.69,2.825637636,1.76,2.19,9.6,1.570574279,93.59412379,0.063374417,0.066387826,0.071573164,0.067528412,0.068094342,0.06279505,0.141005286,0.156317338,0.064508197,0.053413312,0.065737783,0.038918307,0.01662418,0.552993794,0.290803694,0.002469292,5.498353689,0.063197815,0.008551428,0.002725993,0.001335163,0.108971795,0.031728377,0.075483846,0.145944318,0.959392191,0.198675892,0.019735138,0.003204146,0.317741069,0.267437195,0.153541538,0.261280198,2.14537,48738.91217,39016.43912,Partial-Purchase,6,12,568,0,5,16,0,39,0,46,43,5,36,740
Massachusetts,2009,6517613,2.86,0.02,6.816606018,15.16874353,8.035696504,0.663,2.614300665,0.43,2.49,10.8,2.470229515,93.63891952,0.059203577,0.062515372,0.071688362,0.072077001,0.066967615,0.061381061,0.138841168,0.154458082,0.065014446,0.054643318,0.068410168,0.046434791,0.021966784,0.773783592,0.063110528,0.001797437,5.342569435,0.072715272,0.013076567,0.002624581,0.001303545,0.032026684,0.041304682,0.064696963,0.15334311,0.978856494,0.157138867,0.014380572,0.003782213,0.376325085,0.265414788,0.144557746,0.21370238,2.14537,50296.2193,40905.09516,Non-POC,1,6,50,0,0,0,0,14,0,12,3,0,0,86
Michigan,2009,9901591,11.74,7.87,19.67441394,36.5771521,7.849065872,0.631,2.169853309,1.5,2.23,14,1.848187832,96.29118826,0.065045708,0.069081423,0.075995767,0.066963582,0.060136194,0.057838281,0.13210988,0.153501392,0.067758303,0.055094378,0.071809268,0.045030238,0.018858181,0.768623547,0.140365725,0.005509923,2.423782198,0.036964161,0.002716533,0.00126111,0.000464572,0.061003604,0.01418803,0.062114951,0.072781956,0.851538207,0.216077403,0.017893892,0.001962715,0.238771947,0.320094069,0.152209378,0.288924606,2.14537,34159.14271,27240.63262,Partial-Permit,76,19,1696,3,100,57,0,206,0,336,170,13,83984,2676
Minnesota,2009,5281203,0.4,7.08,17.97999433,53.9895929,7.731969402,0.72,1.703967827,1.4,2.59,11.1,0.397636675,98.54460108,0.066831175,0.066788003,0.070622546,0.06788832,0.070183441,0.063776946,0.131068622,0.153086333,0.06465364,0.050520308,0.065512157,0.041973581,0.019850591,0.834964306,0.050346673,0.01047962,4.014445194,0.039185011,0.001844277,0.002080965,0.000687154,0.018991005,0.015950171,0.070865227,0.07143055,0.730616806,0.150710955,0.018072776,0.002194765,0.297506014,0.275298703,0.128703553,0.29849173,2.14537,41063.77921,32796.63648,Non-POC,10,17,753,0,79,34,1,106,1,252,95,77,0,1425
Mississippi,2009,2958774,14.6,15.94,1.003794139,56.46156144,7.434484689,0.577,2.147849075,2.83,2.26,23.1,0.878742344,94.40039422,0.069355753,0.070438634,0.076751384,0.071009141,0.068030542,0.062283229,0.127954011,0.141175027,0.061868531,0.052249006,0.071502589,0.040803725,0.014762533,0.58285425,0.367911507,0.004648885,0.891585501,0.021756984,0.002851857,0.000882798,0.000463706,0.066636388,0.008559126,0.066113436,0.034127301,0.426658267,0.226830934,0.008734361,0.000979798,0.182341811,0.312044178,0.255363685,0.250250325,2.14537,30187.79977,24029.99762,Non-POC,10,7,668,2,53,19,1,383,0,16,84,114,2,1357
Missouri,2009,5961088,12.63,13.07,2.212515568,59.66662462,7.733700626,0.661,2.682060724,3.04,2.43,15.5,1.056854051,95.95814756,0.065126198,0.066608646,0.07196438,0.068955365,0.067765817,0.061049761,0.127455256,0.149057521,0.064088301,0.053824235,0.074181592,0.045823682,0.018723763,0.812846246,0.114910399,0.004064526,1.697894747,0.029810665,0.001740119,0.0009817,0.000486488,0.042826637,0.01312643,0.089372458,0.044963821,0.769651518,0.202004134,0.016655852,0.001525057,0.22862459,0.347941594,0.169409434,0.254024382,2.14537,36306.09172,29022.53504,Non-POC,72,23,1266,6,94,171,2,429,0,190,399,214,23383,2866
Montana,2009,983982,4.91,3.06,8.730850768,103.6360421,7.795975943,0.653,1.916701728,2.44,2.96,13.5,NA,100.7626673,0.061414741,0.062540778,0.06922586,0.068677069,0.06396052,0.058469566,0.115784638,0.154238594,0.075827607,0.06092896,0.07987951,0.04640532,0.019985122,0.879708165,0.00394621,0.060325291,0.701943735,0.022265651,0.000478667,0.003406566,0.00031403,0.001355719,0.007897252,0.10049866,0.02563695,0.332818755,0.152103224,0.020331673,0.002204309,0.261566189,0.314474045,0.134167778,0.289791988,2.14537,33626.8336,27514.33925,Non-POC,12,3,490,1,96,55,3,178,0,20,70,34,3,962
Nebraska,2009,1812683,2.93,6.82,16.30676737,32.72938512,7.520746871,0.727,2.037863212,1.18,2.29,9.9,NA,98.40688515,0.069943283,0.06758821,0.071825024,0.071438856,0.06959518,0.063109214,0.122371645,0.143266087,0.063741426,0.050241548,0.066921243,0.046430071,0.021328605,0.82623713,0.044591912,0.00817352,1.779572049,0.078469319,0.002125578,0.004438724,0.00111106,0.01439531,0.034862996,0.083216021,0.06910692,0.615687704,0.165950968,0.014454265,0.002602772,0.249415401,0.292398496,0.167040705,0.291145398,2.14537,39225.8678,31527.633,Partial-Permit,5,4,214,0,14,6,0,49,0,22,24,10,2,348
Nevada,2009,2684665,8.77,1.83,4.60429886,39.98375961,7.448318505,0.675,2.236033174,2.05,3.21,13,2.346661501,102.2166768,0.067503022,0.068087452,0.067889662,0.065539648,0.074439455,0.07026277,0.143801554,0.139458368,0.060488366,0.054166162,0.071391403,0.035211842,0.010812895,0.548607741,0.077274073,0.008975422,7.577481734,0.235108291,0.007675073,0.006794889,0.004949966,0.033316035,0.098895483,0.074250859,0.182798757,0.909208394,0.196058742,0.02737362,0.007466108,0.209485591,0.314913393,0.186796849,0.288804166,2.14537,36931.15873,29163.80298,POC,0,0,4,0,2,0,0,1,0,1345,1,0,1,1353
New Hampshire,2009,1316102,17.17,8.86,14.18051184,57.82378569,8.033678241,0.704,2.07582695,1.17,4.47,7.8,2.051512725,97.35362699,0.058907288,0.065499483,0.072308225,0.063906901,0.054891642,0.054207045,0.140438203,0.171257243,0.071527131,0.059762845,0.071728483,0.043080248,0.018364078,0.925579476,0.010395851,0.002158647,2.174907416,0.023476904,0.001843322,0.00059114,0.000389028,0.002377557,0.008733474,0.080291688,0.067422356,0.605049242,0.158241434,0.012512708,0.00130385,0.311569683,0.278364177,0.139675218,0.270390922,2.14537,43936.01104,36346.79612,Partial-Purchase,2,1,192,3,77,10,16,57,0,88,30,4,2,480
New Jersey,2009,8755602,6.19,0.36,0,6.342567878,7.727826139,0.673,3.724586842,1.41,2.34,9.3,NA,94.85012371,0.064585508,0.067213425,0.06875164,0.060868801,0.063076874,0.062969171,0.143982333,0.156532812,0.063270921,0.052887169,0.06862121,0.045418693,0.020002394,0.601231988,0.129285913,0.001445475,8.222587093,0.146109885,0.01622801,0.003927771,0.002016081,0.057251622,0.0733808,0.053631795,0.240917309,1,0.164754723,0.012679311,0.004849695,0.325743239,0.297389337,0.170312684,0.20655474,2.14537,50299.94826,40274.20538,POC,2,0,27,0,0,26,0,6,0,32,0,0,4,93
New Mexico,2009,2036802,10.8,16.8,2.882459856,52.46165312,7.444287663,0.62,2.277590065,3.01,2.38,19.3,3.338567028,97.51037103,0.06871802,0.068887403,0.074004739,0.069249736,0.068297753,0.060364729,0.122523937,0.143273131,0.066119829,0.05626271,0.073543722,0.041871031,0.015288673,0.409800756,0.017366931,0.085910167,1.345393416,0.427224639,0.006175858,0.015503716,0.00294874,0.008250164,0.113750704,0.086799605,0.125031914,0.701693249,0.241129416,0.013156409,0.008458849,0.240258361,0.25007786,0.234268106,0.275395674,2.14537,32292.79798,26276.63946,Non-POC,17,22,624,1,91,61,7,559,0,40,75,43,0,1540
New York,2009,19307066,6.21,3.92,1.772200913,12.49102272,7.952700322,0.628,3.35374624,1.26,2.08,15.8,2.149472116,93.71728831,0.060170458,0.06331454,0.071516666,0.071930919,0.071119247,0.065401651,0.137473969,0.148626622,0.063162989,0.053076682,0.069373772,0.045033305,0.019855166,0.589287984,0.145854632,0.002924318,7.388087864,0.130773003,0.028114215,0.006199854,0.002520269,0.067011668,0.068672025,0.054037335,0.234282909,0.911567014,0.180153504,0.014071066,0.00637378,0.283126069,0.293915006,0.179935739,0.243023186,2.14537,47655.18302,38022.74759,Non-POC,72,16,617,4,68,160,2,149,1,1195,102,5,142187,2391
North Carolina,2009,9449566,10.4,11.23,19.34141737,38.99226695,7.532439056,0.642,2.568795223,1.3,1.99,16.9,1.777859428,94.97707728,0.066705921,0.066110655,0.070202907,0.068855649,0.065662381,0.065263421,0.14143295,0.14370406,0.062532819,0.054740292,0.071908593,0.040642078,0.015143023,0.657485116,0.212471345,0.011435552,2.201963561,0.068099424,0.006050119,0.003757104,0.001067033,0.060318582,0.029444249,0.072446318,0.072782262,0.662248445,0.19871822,0.015037304,0.002577367,0.240397833,0.290470722,0.205361828,0.263769617,2.14537,34944.0889,28691.83964,Partial-Permit,63,34,1539,3,98,116,30,305,0,817,161,79,8317,3245
North Dakota,2009,664968,17.17,12.05,9.762875808,72.12677903,7.575056243,0.732,1.933927648,1.62,2.96,10.9,NA,101.7047144,0.059076527,0.060094621,0.072265132,0.088413277,0.071558331,0.059617906,0.113462603,0.146267189,0.067081423,0.051382924,0.069588311,0.051034035,0.024605695,0.891334621,0.011626123,0.052646142,1.00275502,0.015755645,0.000654167,0.002055738,0.000275201,0.001498988,0.003652535,0.07307415,0.027550181,0.482486934,0.219214792,0.014400693,0.001224119,0.24662616,0.240424423,0.157540147,0.35540927,2.14537,39422.10435,31996.38571,Non-POC,1,3,133,1,46,1,1,28,0,144,26,13,1,397
Ohio,2009,11528896,7.84,6.81,0,34.31204514,7.766487789,0.66,2.163086561,2.33,2.03,13.3,1.578642049,95.33820466,0.065194187,0.067540552,0.072323664,0.065801097,0.063225915,0.059131681,0.130654054,0.151882626,0.066986379,0.055064336,0.072832733,0.047057758,0.01956111,0.814569929,0.120543632,0.001849527,1.674618281,0.024689788,0.00271457,0.000671443,0.00038642,0.044429587,0.010713239,0.080918422,0.039519695,0.777300571,0.219910704,0.016404953,0.001423553,0.208091093,0.361543083,0.170284028,0.260081796,2.14537,35530.00182,28605.15249,Non-POC,68,24,1073,7,233,238,1,338,0,1518,149,66,19815,3715
Oklahoma,2009,3717572,9.65,17.72,0,63.09548275,7.462072019,0.636,2.176689517,2.21,1.93,12.9,0.806978318,97.95019685,0.068585356,0.067479796,0.071590275,0.072079034,0.070857538,0.063159503,0.124048169,0.141618239,0.062133565,0.053401252,0.074185517,0.043763241,0.01645375,0.692031251,0.072803163,0.082034457,1.802412973,0.07084382,0.002901356,0.006814394,0.000900857,0.02771028,0.038211983,0.091871282,0.049998833,0.689717132,0.181132388,0.049220567,0.004426007,0.219943925,0.298262185,0.181076091,0.300717799,2.14537,34578.18465,28371.5788,Non-POC,28,9,764,1,136,92,2,452,0,83,140,237,1,1944
