state,year,population,firearm_homicide_rate,firearm_suicide_rate,permit_rate,background_check_total,civ_non_institution_pop_rate,labor_force_population_percentage,police_rate,state_imprisonment_rate,alc_per_capita,poverty_rate,cocaine_death_rate,gender_ratio,ages_5_9_pop_percent,ages_10_14_pop_percent,ages_15_19_pop_percent,ages_20_24_pop_percent,ages_25_29_pop_percent,ages_30_34_pop_percent,ages_35_45_pop_percent,ages_45_54_pop_percent,ages_55_59_pop_percent,ages_60_64_pop_percent,ages_65_74_pop_percent,ages_75_84_pop_percent,ages_85_plus_pop_percent,white_nonhispanic_pop_percent,black_nonhispanic_pop_percent,indigenious_nonhispanic_pop_percent,asian_pacific_nonhispanic_pop_perent,white_hispanic_pop_percent,black_hispanic_pop_percent,indigenious_hispanic_pop_percent,asian_pacific_hispanic_pop_percent,black_urban_youth_pop_percent,hispanic_urban_youth_pop_percent,military_veteran_pop_percent,foreign_born_pop_percent,urban_household_pop_percent,single_parent_pop_percent,biracial_nonhispanic_pop_percent,biracial_hispanic_pop_percent,bachelor_degree_pop_percent,high_school_degree_pop_percent,no_highschool_degree_pop_percent,some_college_pop_percent,cpi,income,income_2000,poc_type,denied_adjudicated_mh,denied_alien,denied_crime,denied_dishonorable_discharge,denied_dv_misdemeanor,denied_dv_restraining,denied_fed_denied_person_file,denied_fugitive,denied_renounced_citizen,denied_state_prohibitor,denied_substance_use,denied_under_indictment,reported_adjudicated_mh,denied_total
Connecticut,2003,3484336,2.62,4.52,12.3877261,28.86260108,7.609690914,0.673,2.26298497,1.94,2.23,8.1,1.779392114,94.27924,0.067336503,0.073191851,0.068186306,0.057344355,0.054848327,0.067288861,0.162963331,0.14807068,0.058867457,0.043552918,0.064639576,0.051109307,0.020360264,0.7594612,0.091129845,0.00217545,2.993195834,0.090390536,0.010490091,0.001448196,0.001069357,0.042014988,0.048082487,0.079429703,0.137674511,0.948145477,0.191251536,0.011312342,0.002591025,0.295819409,0.303153139,0.181081801,0.219945652,1.84,44186.95652,42300.36848,POC,1,0,0,0,0,0,0,0,0,0,0,0,NA,1
Delaware,2003,818003,5.08,6.83,0,20.00114914,7.60827283,0.667,3.457200035,2.76,3.12,7.3,NA,94.391424,0.064262601,0.07185915,0.0715303,0.070132995,0.061944761,0.067025427,0.154638797,0.140025159,0.057251624,0.045640419,0.071014409,0.045455824,0.014402148,0.703549987,0.196910036,0.003183362,2.511971227,0.048084176,0.006292153,0.001649138,0.000679704,0.072789517,0.024826285,0.0940112,0.086065019,0.818375588,0.194161682,0.013047629,0.001484102,0.23990702,0.335042772,0.180282009,0.244768199,1.84,35438.04348,35502.21196,Non-POC,0,3,158,0,44,4,0,4,0,1,9,0,NA,223
Florida,2003,17004085,9.37,11.48,0,17.53584506,7.790567384,0.62,2.551386917,2.33,2.61,12.7,2.517042228,95.50379169,0.059345328,0.066787069,0.064451454,0.063624888,0.058102627,0.065590121,0.14900149,0.136369761,0.057740361,0.049590907,0.086567787,0.062992334,0.020353991,0.632848401,0.147991321,0.002728403,1.996873104,0.17390033,0.007589764,0.001440948,0.000880377,0.066277619,0.065722428,0.099624293,0.204506315,0.95382892,0.198309692,0.01060651,0.002045214,0.223966517,0.302086586,0.206882911,0.267063986,1.84,31927.17391,29616.52826,POC,1,3,232,0,43,31,3,23,0,6,52,0,NA,394
Georgia,2003,8622793,13.3,12.32,3.425688173,32.72930244,7.498472943,0.68,4.097512256,2.01,2.13,11.9,1.519229326,96.19766041,0.070525061,0.075974803,0.071985376,0.073734694,0.070546979,0.078797902,0.159471299,0.13718061,0.052539937,0.038769457,0.053305234,0.032154199,0.010525244,0.607108277,0.289750664,0.002235239,2.579001954,0.057187851,0.004412259,0.001363827,0.000775271,0.096526158,0.01408886,0.079293025,0.071115864,0.712963726,0.216372453,0.010156222,0.00122037,0.218845003,0.334757912,0.208799306,0.237597779,1.84,30472.82609,28753.65652,Non-POC,10,13,6354,1,0,14,4,145,0,1,0,0,NA,6542
Hawaii,2003,1251154,0.23,0.33,5.909744124,5.94571092,7.375079327,0.654,2.587211486,1.5,2.38,9.3,NA,100.5848469,0.06295468,0.069223293,0.065876783,0.074985174,0.065744105,0.068116315,0.146270563,0.146888393,0.059710475,0.042418439,0.067499285,0.050307156,0.016446417,0.232348696,0.018556469,0.0023826,49.20984947,0.027947799,0.00180873,0.001277221,0.01695235,0.007938222,0.026888819,0.081235513,0.192009616,0.736534029,0.176732539,0.176548211,0.030079431,0.231039468,0.300212484,0.16528885,0.303459198,1.84,31850,30558.01304,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Idaho,2003,1363380,1.9,0.47,8.616086491,54.76756297,7.384867022,0.685,1.973037598,2.33,2.35,10.2,NA,100.5333318,0.074164943,0.079788467,0.080881339,0.077102495,0.063633763,0.065025892,0.138148572,0.137175256,0.05282093,0.040997374,0.059265942,0.039990318,0.014497792,0.870468248,0.004704484,0.011997389,1.121184116,0.081961742,0.000853027,0.00287374,0.000751075,0,0.021747307,0.090642453,0.053060886,0.368138488,0.155822848,0.013092461,0.002085992,0.184614058,0.306549207,0.186734226,0.322102508,1.84,27030.97826,24932.50109,Non-POC,1,25,675,0,342,60,14,25,0,18,108,0,NA,1268
Illinois,2003,12556006,13.01,5.32,28.95976635,41.08926039,7.578823234,0.662,2.924018991,2.88,2.36,12.6,2.67601019,96.09999221,0.069978224,0.07445624,0.071356449,0.070508807,0.067801337,0.072718586,0.152202221,0.138861593,0.05218642,0.040588623,0.060472653,0.043485564,0.015947985,0.666371934,0.148056954,0.001493946,3.877538765,0.12719387,0.003438992,0.002233991,0.001041334,0.061799416,0.060940915,0.066986989,0.123436685,0.814516337,0.19244631,0.009755252,0.001638339,0.246750328,0.307856017,0.198771154,0.246622502,1.84,34627.17391,32940.73696,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Indiana,2003,6196638,9.67,10.23,11.75459983,29.66979836,7.564910198,0.679,1.839707274,2.53,1.96,9.9,0.613235758,96.57101999,0.069563851,0.07385053,0.073003296,0.073283287,0.062829715,0.068251526,0.148827316,0.141635835,0.0540577,0.042490137,0.063266565,0.044600798,0.015479684,0.846468843,0.085787164,0.002263647,1.207009349,0.039171564,0.001703666,0.000784458,0.000394569,0.030240181,0.009169944,0.086804587,0.034558329,0.61736177,0.169815787,0.010445664,0.000910332,0.187110253,0.378203918,0.200930739,0.23375509,1.84,29433.15217,27508.95,Non-POC,0,19,996,1,98,96,3,72,0,82,101,0,NA,1468
Iowa,2003,2941999,0.26,8.31,17.20190931,32.33413744,7.659071264,0.713,1.721278627,2.14,2.07,8.9,NA,96.93320936,0.065513618,0.071862363,0.075124771,0.074164879,0.05681987,0.062657057,0.141734243,0.142844712,0.054055763,0.043310348,0.070144483,0.054718577,0.022901775,0.915829339,0.022800484,0.002843305,1.445173843,0.032272955,0.000801836,0.000799456,0.000332427,0.007782189,0.013212186,0.092856687,0.046032994,0.473174143,0.143799871,0.009054388,0.000814072,0.20983205,0.330425319,0.173980261,0.285762369,1.84,29697.82609,27568.84565,Partial-Permit,1,13,295,0,168,34,4,16,0,9,72,0,NA,612
Kansas,2003,2723004,6.98,12.74,0,35.75646602,7.495901585,0.704,2.643404123,1.69,1.89,10.8,1.138448566,97.68944,0.06949494,0.07438219,0.077236023,0.075834997,0.059875784,0.065393955,0.14377724,0.141117677,0.052225043,0.039846434,0.062981178,0.047961369,0.019295234,0.817019365,0.056558492,0.008421214,2.067973459,0.074457841,0.002135509,0.001849061,0.000637164,0.016379045,0.029888189,0.088174155,0.067630714,0.619179495,0.15991427,0.016398066,0.001843552,0.259716443,0.279182926,0.183571624,0.277529007,1.84,30771.73913,28026.48587,Non-POC,3,30,381,0,172,56,3,45,0,9,75,0,NA,774
Kentucky,2003,4117170,6.7,17.59,0,55.10314124,7.665809282,0.621,2.289679561,2.35,1.75,14.4,1.020118188,95.84047628,0.06576702,0.070079691,0.068839761,0.072969054,0.063725083,0.069945132,0.150646439,0.144752342,0.057229116,0.04565539,0.06724692,0.043305717,0.014225791,0.885448257,0.07415312,0.002001375,0.908318092,0.017034516,0.001121401,0.000363356,0.000326924,0.019075062,0.003072498,0.101349338,0.023247338,0.45938588,0.178560673,0.009879359,0.000588511,0.186804247,0.333410106,0.228183895,0.251601752,1.84,26696.73913,24904.425,Non-POC,14,15,1348,0,228,463,25,110,0,43,265,0,NA,2511
Louisiana,2003,4521042,4.11,10.82,0.000442376,38.86117404,7.356972132,0.607,3.828320993,3.46,2.38,17,1.636790811,94.2735179,0.069477567,0.076319132,0.077873198,0.079205856,0.063626704,0.065710294,0.145545208,0.140118583,0.053371103,0.041606338,0.06256478,0.040769141,0.012953209,0.617987402,0.325148273,0.005730759,1.373510797,0.024540582,0.002782544,0.000545671,0.000341514,0.12536507,0.008555524,0.077346037,0.023803956,0.787130641,0.267019491,0.008363559,0.000824589,0.186143054,0.321903083,0.253957996,0.237995867,1.84,26267.93478,25060.71522,Non-POC,10,21,1863,1,250,176,42,164,0,54,390,0,NA,2971
Maine,2003,1306513,17.17,7.28,0,38.95636706,7.858406307,0.666,1.738980018,0.74,2.39,11.6,NA,95.38688162,0.059217934,0.070217441,0.07188524,0.058681391,0.051958917,0.062560418,0.157192466,0.159510851,0.063090073,0.047556358,0.073974771,0.051322872,0.018780525,0.958866846,0.007533029,0.005702967,0.857549829,0.008220354,0.000467657,0.000267889,0.000176041,0.000849448,0.001524918,0.117653257,0.035052357,0.376690305,0.219467372,0.0097389,0.000450818,0.202334303,0.360175745,0.188035035,0.249454917,1.84,30301.08696,28735.875,Non-POC,2,5,163,0,52,26,4,12,0,14,10,0,NA,288
Maryland,2003,5496269,15.07,6.18,4.914060793,14.24056938,7.563234259,0.693,2.787891204,1.88,2.12,8.6,3.147589756,93.26880103,0.066791309,0.075506312,0.069550999,0.063905533,0.061251733,0.070829503,0.164873117,0.148147953,0.057469349,0.042440608,0.059337889,0.040602816,0.013408187,0.599493948,0.283636227,0.002522256,4.585110372,0.044869711,0.005505917,0.001322715,0.000771069,0.108183524,0.024078862,0.08625184,0.139133095,0.927244761,0.169295858,0.014357012,0.001670042,0.325186968,0.282799259,0.179039926,0.212973847,1.84,39003.80435,36867.64565,Partial-Purchase,0,33,909,0,18,32,1,23,0,15,54,0,NA,1085
Massachusetts,2003,6422565,1.24,0.28,13.24128288,20.45833713,7.829603904,0.681,2.575139372,0.36,2.49,10.3,4.655460863,93.40315952,0.062790957,0.069048114,0.068958586,0.066641287,0.064277901,0.071377401,0.16103535,0.144264013,0.056538937,0.041633989,0.063966811,0.049825265,0.019118841,0.808649659,0.057674465,0.001877443,4.448378491,0.060831303,0.01080861,0.00144148,0.000936697,0.029916936,0.037050215,0.07907632,0.126687948,0.953916705,0.173993425,0.010879921,0.002416636,0.329468278,0.276186295,0.178313733,0.216031694,1.84,40744.02174,37858.73152,Non-POC,0,2,63,0,0,1,0,3,0,1,10,0,NA,80
Michigan,2003,10041152,11.17,6.89,13.3574315,34.07587098,7.636179594,0.656,2.291370552,1.29,2.17,11.4,1.115409865,96.48000664,0.069267351,0.076758623,0.073104361,0.069039588,0.059111345,0.068787725,0.151134949,0.146056449,0.05522205,0.042567427,0.062888103,0.04511076,0.015350928,0.781021739,0.141507668,0.00544569,2.109489031,0.032378556,0.002107228,0.000797817,0.0003645,0.063996924,0.017700582,0.076645231,0.058614999,0.872988266,0.195909343,0.014123778,0.001158134,0.200505059,0.327304114,0.17962253,0.292568296,1.84,31059.78261,29249.66739,Partial-Permit,71,49,1876,2,243,104,9,104,0,26,126,0,NA,2610
Minnesota,2003,5053572,2.18,6.57,11.27341215,45.45853903,7.637995461,0.745,1.702162352,1.17,2.43,7.4,0.514487574,98.41279875,0.067720416,0.074457038,0.075440105,0.070644487,0.062380233,0.068267158,0.156918908,0.144816379,0.052348121,0.04017495,0.058891018,0.043418398,0.018114316,0.866032383,0.040731388,0.010608338,3.34351623,0.031665919,0.001173625,0.00112,0.000411194,0.019861989,0.01261568,0.078755998,0.061993896,0.723825375,0.130071051,0.013629963,0.001192028,0.286623866,0.258462638,0.146373824,0.308539672,1.84,35255.97826,32937.92935,Non-POC,4,58,1947,0,230,64,5,33,0,26,71,0,NA,2438
Mississippi,2003,2868312,14.99,14.59,0,52.60132092,7.393344936,0.614,2.048940283,2.98,2.13,16,NA,93.85581751,0.070720689,0.077594767,0.077170127,0.078967699,0.062765139,0.06662734,0.141789317,0.135705948,0.05340737,0.042619841,0.065659524,0.041510129,0.014130611,0.601324751,0.362408971,0.004281612,0.747722005,0.014450311,0.002347374,0.000423943,0.000295993,0.062129369,0.001049207,0.0735176,0.016805882,0.360830071,0.21720252,0.006442116,0.000547709,0.15988288,0.316008053,0.247920492,0.276188575,1.84,23980.97826,22506.72717,Non-POC,16,16,1109,0,75,23,8,221,0,5,94,0,NA,1567
Missouri,2003,5709403,9.27,11.29,0,35.53173598,7.612102351,0.695,2.379408145,3.2,2.29,10.7,1.278592525,95.08948402,0.066651627,0.073436049,0.072957365,0.071450027,0.060841563,0.066144919,0.148430055,0.14101597,0.055457637,0.044694866,0.06845742,0.04776629,0.017480286,0.829917244,0.113772841,0.004209372,1.353749245,0.022850725,0.001180158,0.000558027,0.000305461,0.043743299,0.008632591,0.105998829,0.039086671,0.746380559,0.181124191,0.012840397,0.000828283,0.228077001,0.340903209,0.16697716,0.26404263,1.84,30260.86957,28159.37935,Non-POC,7,20,1324,1,137,189,7,160,0,23,194,0,NA,2062
Montana,2003,919630,5,2.85,4.03749334,87.84619901,7.70264128,0.666,1.851831715,2.14,2.62,15.1,NA,99.86916343,0.062680643,0.072732512,0.078529409,0.072138795,0.052627687,0.057995063,0.140094386,0.159148788,0.060158977,0.047387536,0.070288051,0.047906223,0.018050738,0.889616476,0.003535117,0.06081685,0.61644357,0.019182715,0.000400161,0.002514055,0.000277285,0.002949257,0.010069583,0.120059215,0.024902136,0.255033238,0.178159473,0.016146711,0.001346194,0.21338276,0.333756598,0.165099621,0.287761021,1.84,26663.04348,24507.6163,Non-POC,8,9,694,0,299,81,21,52,0,10,65,0,NA,1239
Nebraska,2003,1738643,3.13,6.9,9.042684438,25.74306514,7.518202414,0.738,2.030319048,1.14,2.24,9.8,NA,97.71641258,0.068007061,0.073830568,0.077865899,0.074596107,0.06165383,0.065295751,0.142625599,0.141032978,0.051728848,0.03990756,0.064978262,0.048465959,0.019992028,0.856630717,0.041480051,0.008036727,1.519978512,0.062596519,0.00132057,0.002156855,0.00064188,0.021480064,0.017136399,0.080950694,0.051950157,0.571890777,0.149411816,0.010565136,0.001371759,0.225994157,0.322850059,0.148365453,0.302790331,1.84,32610.86957,30282.86739,Partial-Permit,4,16,194,0,97,6,2,12,0,7,18,0,NA,356
Nevada,2003,2248850,12.02,1.82,0,21.98101252,7.516819708,0.679,2.093514463,2.17,3.59,10.9,3.779709629,102.940075,0.069499967,0.072026591,0.063106921,0.066666518,0.07024079,0.076286546,0.15475065,0.137540076,0.058661983,0.047060053,0.066566467,0.036680526,0.009149565,0.619375236,0.069646708,0.010115392,5.851835383,0.203513351,0.004858039,0.004407586,0.003077573,0.031569196,0.101144116,0.096029794,0.195079735,0.856648333,0.193026574,0.022063277,0.004424484,0.17985633,0.344968499,0.209520396,0.265654774,1.84,33346.73913,31032.49891,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
New Hampshire,2003,1279840,17.17,7.96,11.64051756,42.75846981,7.764212714,0.712,1.948681085,0.89,4.09,5.8,1.953369171,97.34993747,0.065565227,0.075035161,0.072759095,0.060698212,0.051704119,0.06727716,0.168812508,0.157254813,0.059907488,0.043252282,0.061582698,0.042169334,0.015279254,0.941816165,0.008436992,0.00223778,1.704588074,0.018409332,0.001324384,0.000400831,0.000268784,0.003334935,0.008728939,0.096953641,0.057660065,0.638750348,0.132091039,0.009347262,0.000712589,0.29788191,0.297865445,0.140820358,0.263432287,1.84,36198.91304,35188.69565,Partial-Purchase,1,6,230,0,46,13,28,11,0,23,17,0,NA,375
New Jersey,2003,8601402,7.28,3.81,0,4.851883449,7.642361094,0.661,3.693002606,1.68,2.24,8.6,2.51121852,94.51542346,0.067672107,0.072580493,0.064811643,0.058558128,0.061066208,0.071243618,0.164537246,0.144046168,0.056438939,0.043145292,0.06508439,0.048091462,0.016866901,0.642428874,0.131705157,0.001441742,6.749515951,0.127506307,0.012908477,0.002191619,0.001392796,0.059667537,0.053939541,0.070428143,0.192974768,1,0.141112048,0.010031737,0.002898132,0.292430042,0.309563088,0.188293337,0.209713533,1.84,41860.86957,38734.70543,POC,0,1,37,0,0,3,1,1,0,0,0,0,NA,43
New Mexico,2003,1877574,10.96,1.98,0,42.15013629,7.415947387,0.639,2.214559852,2.23,2.4,18.1,5.858623948,97.16140766,0.06914348,0.07848905,0.079367311,0.073561415,0.062107272,0.062628157,0.142541386,0.141849536,0.055558396,0.043220667,0.065934019,0.041058834,0.013334761,0.434475019,0.017324484,0.089705119,1.180779027,0.41259945,0.004699149,0.010743651,0.00222894,0.005764623,0.120367403,0.092312382,0.090070805,0.583334798,0.221210899,0.011274655,0.005141741,0.198530379,0.28964429,0.239905105,0.271920226,1.84,26250,24444.91304,Non-POC,6,57,759,1,184,20,20,78,0,46,64,0,NA,1235
New York,2003,19175939,7.52,3.85,1.868643825,7.865638288,7.732869822,0.625,2.962201747,1.4,1.94,14.3,1.960790551,93.3485215,0.064974706,0.071693021,0.069059565,0.068162399,0.066693735,0.071839559,0.156590924,0.140294825,0.055463829,0.043036119,0.065531185,0.046731114,0.017118327,0.612710439,0.150423924,0.003010283,6.344659315,0.124646934,0.025113555,0.003539957,0.001778218,0.070045651,0.065313432,0.059306423,0.229255853,0.909337152,0.192927633,0.011125557,0.00420454,0.259353949,0.307372939,0.208148923,0.22512419,1.84,37198.91304,35075.45543,Non-POC,1,47,1060,2,168,139,8,39,1,32,138,0,NA,1635
North Carolina,2003,8422501,11.05,11.65,9.451468157,31.40254896,7.555209551,0.669,2.586167695,1.14,2,15.7,2.065894679,95.24094317,0.065513438,0.070833236,0.068469211,0.069156893,0.066582005,0.075154399,0.153514378,0.140389179,0.057040658,0.043997501,0.065696876,0.041875566,0.01341478,0.687541028,0.214284688,0.011870346,1.727990296,0.051180522,0.003745325,0.001898486,0.000697774,0.068409012,0.019677942,0.081706502,0.063133009,0.717000622,0.206248891,0.01018961,0.001312318,0.210878228,0.314693347,0.232650639,0.241777786,1.84,29080.97826,26796.75326,Partial-Permit,21,85,2055,0,130,141,34,150,0,36,169,0,NA,2821
North Dakota,2003,638817,3.44,9.41,3.983926539,52.27318622,7.602051918,0.71,1.847164368,1.57,2.56,9.7,NA,100.3214214,0.062405979,0.069566089,0.083045692,0.089650088,0.055048629,0.05910926,0.137501037,0.145318612,0.05232641,0.040488904,0.06971167,0.053268777,0.023803374,0.908912881,0.007794094,0.049914138,0.744188085,0.01260768,0.000466487,0.00127423,0.000170628,0,0.003150508,0.090142283,0.01891139,0.465902245,0.127291095,0.010730773,0.000687208,0.216596799,0.307015684,0.15705599,0.319331527,1.84,29496.19565,27867.38804,Non-POC,0,7,167,0,94,5,3,8,0,7,33,0,NA,324
Ohio,2003,11434788,6.76,6.72,0,26.11609415,7.65330411,0.671,2.108652998,2.32,1.95,10.9,1.381748398,94.84910629,0.067451272,0.073571893,0.071284837,0.068378093,0.060819667,0.066262357,0.148927903,0.146332315,0.055420354,0.043816466,0.067431945,0.048968639,0.016444555,0.832433448,0.117089534,0.00194503,1.383025203,0.019333371,0.00183003,0.000397471,0.000244342,0.050409864,0.010402663,0.084259324,0.040885576,0.839551861,0.187910936,0.012085751,0.000810771,0.213053039,0.354180487,0.189029065,0.24373741,1.84,30578.80435,28629.18587,Non-POC,15,36,2270,2,870,345,21,108,0,65,411,0,NA,4143
Oklahoma,2003,3504892,9.62,13.34,0,47.8048967,7.49275584,0.642,2.051989048,2.33,1.93,12.8,1.255388183,97.15624988,0.06683544,0.072389106,0.074812862,0.078060323,0.062371679,0.065192879,0.140831729,0.138177154,0.056049944,0.044934337,0.069658352,0.045786575,0.015794495,0.724969272,0.074270191,0.079317423,1.568036904,0.055013107,0.001871955,0.003763026,0.000612858,0.023266115,0.021329636,0.099820408,0.040665314,0.66007539,0.167057926,0.042152797,0.002349002,0.200248995,0.321804338,0.209993886,0.267952781,1.84,27547.82609,25180.50652,Non-POC,21,11,1199,4,165,64,18,146,0,11,104,0,NA,1743
Oregon,2003,3547376,2.12,16.51,0.173931379,40.30021063,7.765720352,0.67,1.575530759,1.44,2.36,12.5,NA,98.30982136,0.064098928,0.07016031,0.069765652,0.070551867,0.065576922,0.070033456,0.142834591,0.15191877,0.059564309,0.043883141,0.063340058,0.047085508,0.017596669,0.821763185,0.016299372,0.011611118,3.514710592,0.084279761,0.00146108,0.003125691,0.001029211,0.00698595,0.042305524,0.096833702,0.094096332,0.747441422,0.168816241,0.022466747,0.00281673,0.22814833,0.27264632,0.182417276,0.316788074,1.84,30028.26087,27849.60652,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Pennsylvania,2003,12374658,9.09,7.95,0.353464314,41.68971781,7.763357985,0.642,2.138725773,1.15,2.04,10.5,1.389937403,94.02420297,0.062049715,0.070739329,0.070934566,0.064971573,0.05656326,0.063468421,0.149614801,0.147420559,0.057392132,0.045404487,0.074152433,0.058807201,0.020400887,0.828928201,0.100778704,0.00130242,2.149958407,0.03144095,0.004647078,0.000781678,0.000474761,0.042140766,0.017716407,0.096580957,0.057174241,0.851400891,0.149002862,0.00890764,0.001238984,0.217870887,0.380532446,0.195948496,0.205648171,1.84,33054.8913,30981.02609,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Rhode Island,2003,1071342,3.82,0.01,0,9.016728552,7.789529394,0.672,2.347523013,3.62,2.45,11.5,4.013657637,92.82960456,0.063020025,0.069568821,0.073357527,0.072385849,0.060402747,0.066602448,0.155548835,0.143257709,0.055662898,0.041062518,0.064284794,0.054726689,0.021044634,0.807775668,0.048294569,0.00437862,2.655827924,0.07937428,0.01398153,0.002208445,0.001457051,0.01752833,0.060859149,0.081568498,0.151912588,0.884349249,0.216513601,0.013032253,0.002939304,0.24101198,0.304562155,0.230224919,0.224200946,1.84,34136.95652,32154.60652,Non-POC,0,2,54,0,10,4,2,3,0,1,8,0,NA,84
South Carolina,2003,4150297,13.26,13.09,2.530421317,29.23935323,7.551062008,0.638,2.682217682,2.4,2.35,12.7,1.614342299,94.48740304,0.065179191,0.073353546,0.072457706,0.072335064,0.064220705,0.068852904,0.147713525,0.141925987,0.059080832,0.046205127,0.067747923,0.041997958,0.0128439,0.655022761,0.290457044,0.003414695,1.06491174,0.026765313,0.002823894,0.000764765,0.000483098,0.073615526,0.006403457,0.098640317,0.024783674,0.737377694,0.204240054,0.008852379,0.000766933,0.189331556,0.315630744,0.246237303,0.248800397,1.84,26903.26087,25067.2663,Non-POC,12,40,2017,3,397,61,10,231,0,31,199,0,NA,3001
South Dakota,2003,763729,17.17,12.96,0,62.43444992,7.54526802,0.734,1.720505572,2.5,2.41,12.7,NA,99.07802509,0.06800187,0.075158859,0.080943633,0.075665583,0.057911903,0.05925924,0.140260485,0.141324999,0.051427928,0.04088754,0.067666672,0.05200143,0.022045778,0.869248123,0.008166509,0.082611764,0.725781003,0.015294692,0.000442565,0.002792875,0.000272348,0.002148653,0.003374558,0.084803699,0.02322967,0.393645513,0.156490977,0.012960094,0.000953218,0.200441758,0.331667054,0.187713164,0.280178024,1.84,30940.76087,28085.44565,Non-POC,2,8,215,0,189,15,12,8,0,2,53,0,NA,504
Tennessee,2003,5847812,12.14,14.21,0.000171004,37.58380057,7.681941554,0.648,2.801560652,2.24,1.96,14,1.812643772,94.86321649,0.065824962,0.071057517,0.067798691,0.070524497,0.064949078,0.070943457,0.150601627,0.143560703,0.058468535,0.046071933,0.067591947,0.042634921,0.014076889,0.781726738,0.165508741,0.002563694,1.190787255,0.025296641,0.001483974,0.000670678,0.000396388,0.062269967,0.009469985,0.088213017,0.045150892,0.678636052,0.196762858,0.009735094,0.00071018,0.206853653,0.327974664,0.233824805,0.231346877,1.84,29453.80435,27315.225,POC,0,0,4653,0,0,0,0,0,0,0,0,0,NA,4653
